location_id|location_title|location_url|review_id|rating|published_date|title|text|language|review_url|user_name|trip_type|travel_date|helpful_votes
468722|Cocoro Japanese Bistro & Sushi (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d468722-Reviews-Cocoro_Japanese_Bistro_Sushi-Stockton_California.html|968355904|3|2024-09-05T00:28:21Z|Very noisy. not very Japanese|The noise level mood to be mentioned first. We practally had to scream to talk to each other. Service was good with lots of staff. One person, possibly the sushi chef or restaurant owner was Asian. The rest of the staff and the cooking style had a big Mexican influence. We had a tuna with avocado and jalapeño roll. Also spicy ramen. I liked it but had indigestion afterwards which is a first for Japanese food. The tempura was very greasy. I do not recommend his restaurant.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d468722-r968355904-Reviews-Cocoro_Japanese_Bistro_Sushi-Stockton_California.html?m=66827#review968355904|nikkisunset|Couples|2024-09-30|
468722|Cocoro Japanese Bistro & Sushi (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d468722-Reviews-Cocoro_Japanese_Bistro_Sushi-Stockton_California.html|848444199|4|2022-07-17T20:15:17Z|Great Service|Wanted try new place & enjoyed my meal here. Had spicy tuna & it was D-lish!! Edamame was perfect & beer was cold. Will return.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d468722-r848444199-Reviews-Cocoro_Japanese_Bistro_Sushi-Stockton_California.html?m=66827#review848444199|Bamboo708|NONE|2022-06-30|1.0
468722|Cocoro Japanese Bistro & Sushi (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d468722-Reviews-Cocoro_Japanese_Bistro_Sushi-Stockton_California.html|808920565|4|2021-09-08T12:41:49Z|Wonderful spot for memorable sushi!|Wait staff not very attentive, ran out of water twice had to ask for more. Was not warned how Spicy the three spicy rolls I ordered were-if there’s a jalapeño next to roll be warned it’s hot, had a hard time finish rolls, food was excellently prepared and fresh! Highly recommend this place for sushi and appetizers were big and unique.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d468722-r808920565-Reviews-Cocoro_Japanese_Bistro_Sushi-Stockton_California.html?m=66827#review808920565|NancyR142|Couples|2021-09-30|1.0
468722|Cocoro Japanese Bistro & Sushi (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d468722-Reviews-Cocoro_Japanese_Bistro_Sushi-Stockton_California.html|728272777|5|2019-11-22T22:39:13Z|Lunch with a Dear Friend|My friend chose this place for us to meet for lunch.  I loved the Teriyaki Salmon dish I ordered.  The atmosphere was great, too!|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d468722-r728272777-Reviews-Cocoro_Japanese_Bistro_Sushi-Stockton_California.html?m=66827#review728272777|AnnetteSteele|NONE|2019-11-30|1.0
468722|Cocoro Japanese Bistro & Sushi (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d468722-Reviews-Cocoro_Japanese_Bistro_Sushi-Stockton_California.html|724185498|4|2019-11-05T19:40:41Z|Sushi!|If you love sushi then you’ll love Cocoro!  Great and Authentic sushi and Japanese cuisine for anyone who loves this type of food, can’t go wrong!|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d468722-r724185498-Reviews-Cocoro_Japanese_Bistro_Sushi-Stockton_California.html?m=66827#review724185498|310janyces|Family|2019-11-30|
11913784|Prime Table Steakhouse (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d11913784-Reviews-Prime_Table_Steakhouse-Stockton_California.html|960170605|5|2024-07-19T08:35:21Z|Prime Table is the best.|First time visit. Ambiance was very nice. Shauna was our server and she greeted us with a smile. She was knowledgeable, and kept our drink glasses were always filled. She bagged our leftovers individually, labeled and dated them. The food was incredible. We had their prime rib and it was impressed.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d11913784-r960170605-Reviews-Prime_Table_Steakhouse-Stockton_California.html?m=66827#review960170605|C7522QYricks|Couples|2024-07-31|
11913784|Prime Table Steakhouse (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d11913784-Reviews-Prime_Table_Steakhouse-Stockton_California.html|886070112|5|2023-04-13T12:10:12Z|Excellent experience|We had an amazing Thanksgiving dinner here. Not one person in our family had a single complaint about the food or service. The food was delicious and the service is incredible.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d11913784-r886070112-Reviews-Prime_Table_Steakhouse-Stockton_California.html?m=66827#review886070112|larinaf2018|NONE|2022-11-30|
11913784|Prime Table Steakhouse (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d11913784-Reviews-Prime_Table_Steakhouse-Stockton_California.html|826657123|4|2022-02-03T00:28:22Z|High-priced excellence|The food here is amazing. Everything prepared to perfection. The baked potato was huge and the steak was cooked perfectly. The only issue is the price is astronomical. The porterhouse steak was $110. Table surface was superb.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d11913784-r826657123-Reviews-Prime_Table_Steakhouse-Stockton_California.html?m=66827#review826657123|durwoodn|Couples|2022-02-28|
11913784|Prime Table Steakhouse (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d11913784-Reviews-Prime_Table_Steakhouse-Stockton_California.html|800517686|4|2021-07-29T13:12:36Z|Nice evening|Small, comfortable, a tad dark inside.  Great efficient service, nice bar selection, and we enjoyed the shrimp cocktails and prime rib. Good portion cooked to perfection. Sides were also good. You get what you pay for...|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d11913784-r800517686-Reviews-Prime_Table_Steakhouse-Stockton_California.html?m=66827#review800517686|BobK871|Business|2021-07-31|
11913784|Prime Table Steakhouse (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d11913784-Reviews-Prime_Table_Steakhouse-Stockton_California.html|776970675|3|2020-11-11T13:06:52Z|This restaurant has slipped.|This restaurant has slipped since the last time we visited. Both food and service leave much to be desired. Two different steaks were still quite good, but a Caesar salad on the menu with Little Gem lettuce was ordinary romaine and in two “cut it yourself” slabs. Service was lackadaisical, wave and wave to get your server, drinks wrong, wrong steak sauce. Large slice of roast beef looked nice, but why swimming in a deep pool of beef broth? That is not “au jus”. The Japanese fries are just OK, most steak places have better, crispier, or matchstick, etc. “Loaded” baked potato was certainly that, if you are into a thousand calorie smothered vegetable. Curiously meager wine list with few cabs, the preferred steak wine of many people. So all and all if you’re looking for a NY or Las Vegas steakhouse experience, this is not even close.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d11913784-r776970675-Reviews-Prime_Table_Steakhouse-Stockton_California.html?m=66827#review776970675|Visgilio|Family|2020-11-30|
480544|Pier Market Seafood Restaurant (San Francisco)|https://www.tripadvisor.com/Restaurant_Review-g60713-d480544-Reviews-Pier_Market_Seafood_Restaurant-San_Francisco_California.html|1033879367|4|2025-10-07T22:09:12Z|Good spot for lunch|On a whirlwind tour of San Francisco for visiting relatives, we stopped here for lunch.  It was a lovely afternoon, and we really appreciated the view of the sea lion docks and bay from the dining room.  Service was wonderful, very friendly and attentive.  Our food was good.  I had the salmon burger with fries.  It was quite tasty.  We also tried the pulled pork sandwich, very good.  Prices were reasonable for touristy San Francisco.  I would return next time I'm playing tourist in the city.|en|https://www.tripadvisor.com/ShowUserReviews-g60713-d480544-r1033879367-Reviews-Pier_Market_Seafood_Restaurant-San_Francisco_California.html?m=66827#review1033879367|Wildwoodatheart|Family|2025-10-31|
480544|Pier Market Seafood Restaurant (San Francisco)|https://www.tripadvisor.com/Restaurant_Review-g60713-d480544-Reviews-Pier_Market_Seafood_Restaurant-San_Francisco_California.html|1032579151|5|2025-09-28T20:05:06Z|Pier 39 Pier Market|Delicious sea food if you like sea food you must try here. Very kind waitress, clean, and good price. You can share a plate|en|https://www.tripadvisor.com/ShowUserReviews-g60713-d480544-r1032579151-Reviews-Pier_Market_Seafood_Restaurant-San_Francisco_California.html?m=66827#review1032579151|7668sevdak|Family|2025-09-30|
13497261|Mersea Restaurant & Bar (San Francisco)|https://www.tripadvisor.com/Restaurant_Review-g60713-d13497261-Reviews-Mersea_Restaurant_Bar-San_Francisco_California.html|1038400430|3|2025-11-09T20:13:47Z|Sadly not a good experience|Visiting Treasure Island for the first time in 50 years . Had heard so much about the new development and a new waterfront park , had to visit . Took the ferry from San Francisco and it’s just a 10 minute ride with spectacular views.  An employee on the ferry told us about Mersea Restaurant and Bar and its unusual building of recycled rail cars . The restaurant looks like an indoor outdoor restaurant with fabulous views . It’s not a regular sit down restaurant , you order at the counter and your food is delivered to your table .  We ordered two Fish and chips and one taco plate . The fish and chips were so sooo  greasy , so greasy that  they had to place napkins under the fish to absorb the grease . I have never had Fish and Chips brought to my table with a side of napkins under the fish before , the fish was flaky but had no flavor because of all the grease . The Fish and Chips are served with lemon and a curry tartar sauce that didn’t sit well with the fish at all . Who ever thought of that combination  should shelve it . .. the serving of chips from one order to the other was very inconsistent . My table mate received 6 chips under her fish and I received about 12 . What gives ?? My other table mate who ordered the tacos said they were just below average and wouldn’t order those again if he returned . He is Hispanic and disappointed that these taco were actually recommended . The salsa was commercial bought and not  homemade as you might expect from a restaurant that is touted as original . The indoor ambience is just what you might expect of a stripped down rail car… boring. The employees are friendly but distant and they never check up on you . If you want water you get it yourself . The island needs more options as Mersea is just an average restaurant with mediocre food . The food does not come out at the same time one table mate received her fish and chips 15 minutes before the next food arrived …. Forget the 4 and 5 stars !  The island is in a food desert unfortunately .|en|https://www.tripadvisor.com/ShowUserReviews-g60713-d13497261-r1038400430-Reviews-Mersea_Restaurant_Bar-San_Francisco_California.html?m=66827#review1038400430|Sightseer37900691172|Friends getaway|2025-11-30|
13497261|Mersea Restaurant & Bar (San Francisco)|https://www.tripadvisor.com/Restaurant_Review-g60713-d13497261-Reviews-Mersea_Restaurant_Bar-San_Francisco_California.html|1037509321|5|2025-11-02T18:44:07Z|Fantastic San Francisco Lunch Spot with Top-Notch Hospitality|We came here with a large group to celebrate a team member's promotion, and even though we hadn't given the restaurant a heads-up (on a busy Friday as Fleet Week was kicking off, no less!), the owner and her team couldn't have been more accommodating. The owner and her team welcomed us warmly, found space for our group, and made sure everyone was comfortable and well taken care of throughout the night. The service was attentive without being rushed, and you could tell they genuinely cared that we had a great experience.  They even brought out additional umbrellas and helped move them around to protect us from the bright sun that day. The atmosphere was lively and inviting--exactly what you want for a celebration--and the scenery, with that one-of-a-kind San Francisco backdrop, made it even better. A big thank you to the staff and owner for turning what could've been a logistical headache into a wonderful, memorable lunch for our team! We'll definitely be back.|en|https://www.tripadvisor.com/ShowUserReviews-g60713-d13497261-r1037509321-Reviews-Mersea_Restaurant_Bar-San_Francisco_California.html?m=66827#review1037509321|sidkat13|Friends getaway|2025-10-31|1.0
13497261|Mersea Restaurant & Bar (San Francisco)|https://www.tripadvisor.com/Restaurant_Review-g60713-d13497261-Reviews-Mersea_Restaurant_Bar-San_Francisco_California.html|1037378227|5|2025-11-02T00:23:04Z|Delicious brunch & friendly vibes!|Everything was delicious, fresh, and exquisitely presented, and I had the best breakfast here. From the minute we arrived, the personnel made us feel very welcome and very nice. Beautiful interior decor, ideal for unwinding before a full day of city exploration. I'm eager to return and would highly recommend!|en|https://www.tripadvisor.com/ShowUserReviews-g60713-d13497261-r1037378227-Reviews-Mersea_Restaurant_Bar-San_Francisco_California.html?m=66827#review1037378227|heytonem|Family|2025-11-30|1.0
